Car_id,Date,Customer Name,Gender,Annual Income,Dealer_Name,Company,Model,Engine,Transmission,Color,Price ($),Dealer_No ,Body Style,Phone,Dealer_Region,Mileage_km_total,Crash_Test_Score,Family_Size
C_CND_019716,10/20/2023,Anderson,Male,609000,Diehl Motor CO Inc,Infiniti,I30,DoubleÂ Overhead Camshaft,Auto,Pale White,51000,06457-3834,Hardtop,7842111,Middletown,34725,2,1
C_CND_019717,10/20/2023,Angel,Male,600000,Star Enterprises Inc,Dodge,Avenger,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,99301-3882,Passenger,8519355,Pasco,57962,3,1
C_CND_019718,10/20/2023,Anthony,Male,955000,Suburban Ford,Volkswagen,Jetta,Overhead Camshaft,Manual,Pale White,45000,53546-9427,Passenger,8386599,Janesville,26216,3,1
C_CND_019719,10/20/2023,Antonio,Male,601000,Tri-State Mack Inc,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,85257-3102,SUV,8624604,Scottsdale,53015,3,3
C_CND_019720,10/20/2023,Ariel,Male,755000,U-Haul CO,Mitsubishi,Galant,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,78758-7841,Passenger,6968151,Austin,26855,3,2
C_CND_019721,10/20/2023,Cristian,Male,871000,Race Car Help,Nissan,Pathfinder,Overhead Camshaft,Manual,Pale White,11000,78758-7841,Hardtop,7163596,Austin,85383,2,3
C_CND_019722,10/20/2023,August,Male,800000,McKinney Dodge Chrysler Jeep,Mercury,Grand Marquis,Overhead Camshaft,Manual,Black,49000,85257-3102,SUV,6557486,Scottsdale,48781,4,2
C_CND_019723,10/20/2023,Augustus,Male,1260500,Motor Vehicle Branch Office,BMW,528i,Overhead Camshaft,Manual,Pale White,14050,78758-7841,SUV,8791568,Austin,104236,3,2
C_CND_019724,10/20/2023,Austin,Female,676000,Nebo Chevrolet,Volvo,S80,Overhead Camshaft,Manual,Pale White,21000,06457-3834,Sedan,8045676,Middletown,47262,4,3
C_CND_019725,10/20/2023,Avi,Male,13500,New Castle Ford Lincoln Mercury,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Black,9001,60504-7114,Hatchback,8798446,Aurora,81189,4,1
C_CND_019726,10/20/2023,Avraham,Male,850500,Pars Auto Sales,Plymouth,Voyager,Overhead Camshaft,Manual,Pale White,20501,38701-8047,Passenger,8458192,Greenville,45226,3,2
C_CND_019727,10/20/2023,Avrohom,Male,625000,Pitre Buick-Pontiac-Gmc of Scottsdale,Volvo,V70,DoubleÂ Overhead Camshaft,Auto,Black,39001,99301-3882,Passenger,7943497,Pasco,32311,4,3
C_CND_019728,10/20/2023,Avrum,Male,980500,Progressive Shippers Cooperative Association No,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,19501,53546-9427,Sedan,6558462,Janesville,48168,4,1
C_CND_019729,10/20/2023,Damian,Male,1451000,Saab-Belle Dodge,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,16100,60504-7114,Hardtop,7070720,Aurora,51396,3,2
C_CND_019730,10/20/2023,Baruch,Female,840000,Race Car Help,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,21001,78758-7841,Hatchback,7240329,Austin,40796,3,1
C_CND_019731,10/20/2023,Alycia,Male,1375000,Progressive Shippers Cooperative Association No,Volvo,C70,Overhead Camshaft,Manual,Black,17500,53546-9427,Hatchback,7136845,Greenville,51923,4,3
C_CND_019732,10/20/2023,Charlotte,Male,2003000,Pars Auto Sales,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Black,12301,38701-8047,Hardtop,6788537,Middletown,92978,3,2
C_CND_019733,10/20/2023,Enna,Male,1220000,Race Car Help,Cadillac,DeVille,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,78758-7841,SUV,8212328,Janesville,69191,4,2
C_CND_019734,10/20/2023,Meliane,Male,943000,Ryder Truck Rental and Leasing,Jaguar,S-Type,Overhead Camshaft,Manual,Pale White,45000,06457-3834,Passenger,6845768,Scottsdale,28831,4,1
C_CND_019735,10/20/2023,Nathan,Male,464000,Saab-Belle Dodge,Volkswagen,Beetle,DoubleÂ Overhead Camshaft,Auto,Pale White,45001,60504-7114,Hardtop,6374747,Middletown,32858,4,2
C_CND_019736,10/20/2023,Ilouna,Male,13500,Scrivener Performance Engineering,Ford,Contour,DoubleÂ Overhead Camshaft,Auto,Pale White,62000,38701-8047,Sedan,7442609,Middletown,27043,3,2
C_CND_019737,10/20/2023,Ines,Female,13500,Star Enterprises Inc,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Black,22000,99301-3882,Passenger,7200433,Aurora,48896,3,1
C_CND_019738,10/20/2023,Benjamin,Male,605000,Scrivener Performance Engineering,Lexus,ES300,Overhead Camshaft,Manual,Black,34001,38701-8047,Hardtop,8968741,Aurora,34920,4,1
C_CND_019739,10/20/2023,Hugo,Male,600000,Star Enterprises Inc,Subaru,Forester,Overhead Camshaft,Manual,Pale White,26001,99301-3882,Hardtop,7786840,Greenville,50903,4,2
C_CND_019740,10/20/2023,Iris,Male,13500,U-Haul CO,BMW,328i,DoubleÂ Overhead Camshaft,Auto,Black,16000,78758-7841,Sedan,8833978,Janesville,50114,3,2
C_CND_019741,10/21/2023,Nolwenn,Female,740000,Progressive Shippers Cooperative Association No,Volvo,S80,Overhead Camshaft,Manual,Pale White,21001,53546-9427,Sedan,7778231,Janesville,51714,4,1
C_CND_019742,10/21/2023,Elouan,Female,965000,Rabun Used Car Sales,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Black,9001,85257-3102,Hatchback,8836513,Scottsdale,97854,3,2
C_CND_019743,10/21/2023,Maelanne,Female,13500,Race Car Help,Plymouth,Voyager,Overhead Camshaft,Manual,Pale White,20001,78758-7841,Passenger,6788952,Austin,44468,3,3
C_CND_019744,10/21/2023,Clothilde,Female,800000,Ryder Truck Rental and Leasing,Volvo,V70,DoubleÂ Overhead Camshaft,Auto,Black,39001,06457-3834,Passenger,6606963,Middletown,26870,4,1
C_CND_019745,10/21/2023,Maxime,Female,581000,Saab-Belle Dodge,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,19001,60504-7114,Sedan,7008007,Aurora,53889,4,2
C_CND_019746,10/21/2023,Khloe,Female,525000,Chrysler of Tri-Cities,Audi,A4,Overhead Camshaft,Manual,Pale White,12000,99301-3882,Hardtop,7253687,Pasco,90259,4,3
C_CND_019747,10/21/2023,Glemence,Female,13500,Star Enterprises Inc,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,21001,99301-3882,Hatchback,7621951,Pasco,49316,3,3
C_CND_019748,10/21/2023,Julie,Female,485000,Suburban Ford,Mitsubishi,Diamante,Overhead Camshaft,Manual,Black,49001,53546-9427,Hatchback,6211126,Janesville,25463,4,1
C_CND_019749,10/21/2023,Anna,Female,475000,Tri-State Mack Inc,Lexus,LS400,Overhead Camshaft,Manual,Pale White,54001,85257-3102,Sedan,7919248,Scottsdale,31858,4,1
C_CND_019750,10/21/2023,Emma,Female,334000,U-Haul CO,Chevrolet,Monte Carlo,DoubleÂ Overhead Camshaft,Auto,Pale White,21001,78758-7841,Hatchback,8743950,Austin,42861,2,1
C_CND_019751,10/21/2023,Mathilde,Female,460000,Buddy Storbeck's Diesel Service Inc,BMW,328i,Overhead Camshaft,Manual,Black,69001,06457-3834,Sedan,7768768,Middletown,27442,4,1
C_CND_019752,10/21/2023,Sherlyn,Male,13500,Saab-Belle Dodge,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,26001,60504-7114,Hardtop,7688115,Aurora,50412,3,1
C_CND_019753,10/21/2023,Roxane,Female,741000,Capitol KIA,Ford,Mustang,DoubleÂ Overhead Camshaft,Auto,Pale White,22001,38701-8047,Hatchback,6158775,Greenville,57311,2,1
C_CND_019754,10/21/2023,Blandine,Female,13500,Chrysler of Tri-Cities,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,12001,99301-3882,Passenger,7284554,Pasco,79321,1,1
C_CND_019755,10/21/2023,Laura,Female,718000,Chrysler Plymouth,Acura,Integra,DoubleÂ Overhead Camshaft,Auto,Black,45001,53546-9427,Passenger,7786630,Janesville,34851,4,1
C_CND_019756,10/21/2023,Giuliana,Male,1931000,Chrysler of Tri-Cities,Infiniti,I30,DoubleÂ Overhead Camshaft,Auto,Black,21100,99301-3882,Hardtop,7254832,Pasco,57231,3,2
C_CND_019757,10/21/2023,Samuel,Female,620000,Clay Johnson Auto Sales,Dodge,Intrepid,Overhead Camshaft,Manual,Black,11001,78758-7841,Sedan,6675934,Austin,89310,2,2
C_CND_019758,10/21/2023,Golda,Female,1528800,Chrysler Plymouth,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,19880,53546-9427,Hardtop,8250324,Janesville,49194,3,2
C_CND_019759,10/21/2023,Elouan,Female,610000,Enterprise Rent A Car,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,14001,60504-7114,SUV,7000756,Aurora,112901,3,3
C_CND_019760,10/21/2023,Florian,Female,760000,Gartner Buick Hyundai Saab,Ford,Taurus,Overhead Camshaft,Manual,Black,43001,38701-8047,SUV,6227160,Greenville,58833,3,2
C_CND_019761,10/21/2023,Shaina,Female,645000,Scrivener Performance Engineering,Cadillac,Seville,Overhead Camshaft,Manual,Pale White,22000,38701-8047,Hardtop,6076901,Greenville,59694,3,2
C_CND_019762,10/21/2023,Aaron,Male,690000,Scrivener Performance Engineering,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Pale White,15001,38701-8047,Hatchback,6481501,Greenville,56836,4,3
C_CND_019763,10/21/2023,Abel,Male,13500,Star Enterprises Inc,Acura,RL,Overhead Camshaft,Manual,Black,18001,99301-3882,SUV,8530376,Pasco,78602,4,4
C_CND_019764,10/21/2023,Abraham,Male,640000,Suburban Ford,Honda,Odyssey,Overhead Camshaft,Manual,Pale White,27001,53546-9427,Passenger,6119975,Janesville,55294,3,1
C_CND_019765,10/21/2023,Adam,Male,660000,Tri-State Mack Inc,Oldsmobile,Intrigue,Overhead Camshaft,Manual,Pale White,25001,85257-3102,SUV,8316031,Scottsdale,55719,3,3
C_CND_019766,10/21/2023,Adan,Male,783000,U-Haul CO,Acura,RL,Overhead Camshaft,Manual,Pale White,26001,78758-7841,SUV,7307732,Austin,68116,3,1
C_CND_019767,10/21/2023,Aden,Male,13500,Progressive Shippers Cooperative Association No,Ford,Taurus,Overhead Camshaft,Manual,Black,69001,53546-9427,SUV,6955907,Janesville,51576,2,3
C_CND_019768,10/21/2023,Adonis,Male,635000,Rabun Used Car Sales,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,14001,85257-3102,Sedan,6666990,Scottsdale,96274,2,2
C_CND_019769,10/21/2023,Adrian,Male,13500,Race Car Help,Saturn,SW,Overhead Camshaft,Manual,Black,36001,78758-7841,Passenger,8091297,Austin,32833,4,1
C_CND_019770,10/21/2023,Adriel,Female,550000,Ryder Truck Rental and Leasing,Lincoln,Continental,Overhead Camshaft,Manual,Pale White,82001,06457-3834,Passenger,6785142,Middletown,26046,3,1
C_CND_019771,10/21/2023,Aidan,Male,553500,Saab-Belle Dodge,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Pale White,24501,60504-7114,Sedan,6967310,Aurora,61197,3,1
C_CND_019772,10/21/2023,Makayla,Male,3200000,Tri-State Mack Inc,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Pale White,39000,85257-3102,Hardtop,6944146,Pasco,24813,3,1
C_CND_019773,10/21/2023,Alan,Male,619000,Star Enterprises Inc,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,14000,99301-3882,Sedan,7508788,Pasco,84594,2,2
C_CND_019774,10/21/2023,Albert,Male,13500,Suburban Ford,Audi,A6,Overhead Camshaft,Manual,Black,25000,53546-9427,SUV,7767846,Janesville,66148,3,3
C_CND_019775,10/21/2023,Alberto,Male,460000,Tri-State Mack Inc,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Pale White,46001,85257-3102,Sedan,8161410,Scottsdale,23891,3,1
C_CND_019776,10/21/2023,Alejandro,Male,13500,U-Haul CO,Mercedes-B,S-Class,DoubleÂ Overhead Camshaft,Auto,Black,39001,78758-7841,SUV,7464983,Austin,51053,4,2
C_CND_019777,10/21/2023,Alex,Male,570500,Buddy Storbeck's Diesel Service Inc,Nissan,Maxima,Overhead Camshaft,Manual,Pale White,16501,06457-3834,Sedan,8020367,Middletown,50395,3,1
C_CND_019778,10/21/2023,Alexander,Male,13500,C & M Motors Inc,Oldsmobile,Bravada,DoubleÂ Overhead Camshaft,Auto,Pale White,15001,60504-7114,Hatchback,6425938,Aurora,44165,3,2
C_CND_019779,10/21/2023,Alexis,Male,288000,Capitol KIA,BMW,528i,DoubleÂ Overhead Camshaft,Auto,Pale White,62001,38701-8047,SUV,8160799,Greenville,47498,3,4
C_CND_019780,10/21/2023,Alfredo,Male,615000,Chrysler of Tri-Cities,Ford,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Black,11000,99301-3882,Passenger,8597646,Pasco,86538,3,3
C_CND_019781,10/21/2023,Allan,Male,13500,Chrysler Plymouth,Nissan,Frontier,Overhead Camshaft,Manual,Pale White,20000,53546-9427,Hatchback,7335648,Janesville,53400,2,1
C_CND_019782,10/21/2023,Alonso,Male,13500,Classic Chevy,Honda,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,85257-3102,Sedan,7294560,Scottsdale,44688,4,2
C_CND_019783,10/21/2023,Bryant,Male,643000,Scrivener Performance Engineering,Ford,Focus,Overhead Camshaft,Manual,Pale White,17000,38701-8047,Hardtop,6958340,Greenville,54639,4,2
C_CND_019784,10/21/2023,Ashton,Male,1005000,Rabun Used Car Sales,Mitsubishi,3000GT,Overhead Camshaft,Manual,Pale White,21500,85257-3102,Sedan,7477716,Scottsdale,49221,3,3
C_CND_019785,10/21/2023,Austin,Male,860000,Race Car Help,BMW,328i,Overhead Camshaft,Manual,Black,69000,78758-7841,Sedan,8292223,Austin,34243,4,1
C_CND_019786,10/21/2023,Avery,Male,1306000,Ryder Truck Rental and Leasing,Chevrolet,Monte Carlo,DoubleÂ Overhead Camshaft,Auto,Pale White,20600,06457-3834,Hatchback,6172364,Middletown,53690,3,1
C_CND_019787,10/21/2023,Axel,Female,650000,Saab-Belle Dodge,Honda,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,60504-7114,Sedan,7440061,Aurora,48364,4,1
C_CND_019788,10/21/2023,Ayden,Female,13500,Scrivener Performance Engineering,Lincoln,Continental,Overhead Camshaft,Manual,Black,18000,38701-8047,Passenger,8964183,Greenville,53125,3,1
C_CND_019789,10/21/2023,Benjamin,Male,1250000,Star Enterprises Inc,Plymouth,Voyager,Overhead Camshaft,Manual,Pale White,20000,99301-3882,Passenger,6625332,Pasco,52613,5,1
C_CND_019790,10/21/2023,Bradley,Male,648000,Suburban Ford,Ford,F-Series,Overhead Camshaft,Manual,Pale White,13000,53546-9427,Passenger,6565930,Janesville,82730,2,2
C_CND_019791,10/21/2023,Brandon,Male,13500,Tri-State Mack Inc,Toyota,Sienna,Overhead Camshaft,Manual,Pale White,19000,85257-3102,Passenger,7225526,Scottsdale,52892,5,1
C_CND_019792,10/21/2023,Brayan,Male,13500,U-Haul CO,Acura,Integra,DoubleÂ Overhead Camshaft,Auto,Black,45000,78758-7841,Passenger,6945797,Austin,35081,3,1
C_CND_019793,10/21/2023,Brayden,Male,2525000,Buddy Storbeck's Diesel Service Inc,Mercury,Grand Marquis,Overhead Camshaft,Manual,Black,49500,06457-3834,SUV,8332712,Middletown,48306,4,1
C_CND_019794,10/21/2023,Brian,Male,1615000,C & M Motors Inc,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,19500,60504-7114,Passenger,8170793,Aurora,56827,3,2
C_CND_019795,10/21/2023,Bruce,Male,655000,Capitol KIA,Ford,Escort,Overhead Camshaft,Manual,Black,12000,38701-8047,Passenger,7348820,Greenville,95015,3,1
C_CND_019796,10/21/2023,Bryan,Male,1351000,Chrysler of Tri-Cities,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,35100,99301-3882,SUV,8891749,Pasco,53279,4,1
C_CND_019797,10/21/2023,Manit,Male,1280000,Saab-Belle Dodge,Jaguar,S-Type,Overhead Camshaft,Manual,Pale White,20000,60504-7114,Passenger,8160959,Aurora,44470,3,1
C_CND_019798,10/21/2023,Bechameil,Male,13500,Scrivener Performance Engineering,Mercedes-B,SLK,Overhead Camshaft,Manual,Pale White,17000,38701-8047,Passenger,6345139,Greenville,46656,3,1
C_CND_019799,10/21/2023,Pierr,Male,1495000,Star Enterprises Inc,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Black,39500,99301-3882,Sedan,8234889,Pasco,31542,3,1
C_CND_019800,10/21/2023,Faustine,Female,13500,Suburban Ford,BMW,528i,DoubleÂ Overhead Camshaft,Auto,Black,31000,53546-9427,SUV,7817858,Janesville,51014,4,3
C_CND_019801,10/21/2023,Fabian,Male,1110000,McKinney Dodge Chrysler Jeep,Audi,A4,Overhead Camshaft,Manual,Pale White,12000,85257-3102,Hardtop,8018562,Austin,94155,3,4
C_CND_019802,10/21/2023,Ghardard,Female,750000,U-Haul CO,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,78758-7841,SUV,8510156,Austin,70566,3,3
C_CND_019803,10/21/2023,Paul,Female,880000,Progressive Shippers Cooperative Association No,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,27000,53546-9427,Hatchback,6264050,Janesville,46802,4,3
C_CND_019804,10/21/2023,Beckett,Female,935000,Ryder Truck Rental and Leasing,Mitsubishi,Diamante,Overhead Camshaft,Manual,Black,49000,06457-3834,Hatchback,6627525,Middletown,27941,4,1
C_CND_019805,10/21/2023,Ben,Female,800000,Saab-Belle Dodge,Lexus,LS400,Overhead Camshaft,Manual,Pale White,54000,60504-7114,Sedan,8793418,Aurora,24605,4,1
C_CND_019806,10/21/2023,Benjamin,Male,937500,Scrivener Performance Engineering,Chevrolet,Monte Carlo,DoubleÂ Overhead Camshaft,Auto,Pale White,21500,38701-8047,Hatchback,6021523,Greenville,51646,3,1
C_CND_019807,10/21/2023,Bennett,Female,900000,Star Enterprises Inc,BMW,328i,Overhead Camshaft,Manual,Black,69000,99301-3882,Sedan,6929017,Pasco,28771,4,1
C_CND_019808,10/21/2023,Daniel,Male,1360000,Star Enterprises Inc,Volkswagen,Beetle,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,99301-3882,Hardtop,7576691,Pasco,31935,3,1
C_CND_019809,10/21/2023,Berish,Male,1126000,Tri-State Mack Inc,Ford,Mustang,DoubleÂ Overhead Camshaft,Auto,Pale White,22600,85257-3102,Hatchback,7599013,Scottsdale,48898,3,1
C_CND_019810,10/21/2023,Binyomin,Male,778000,U-Haul CO,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,78758-7841,Passenger,7623705,Austin,87985,3,3
C_CND_019811,10/21/2023,Blake,Male,1230000,Progressive Shippers Cooperative Association No,Acura,Integra,DoubleÂ Overhead Camshaft,Auto,Black,45000,53546-9427,Passenger,8642098,Janesville,25259,5,1
C_CND_019812,10/21/2023,David,Male,13500,Rabun Used Car Sales,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,21000,85257-3102,Hardtop,6402893,Austin,53552,4,1
C_CND_019813,10/21/2023,Brady,Female,1300000,Progressive Shippers Cooperative Association No,Dodge,Intrepid,Overhead Camshaft,Manual,Black,11000,53546-9427,Sedan,8677688,Janesville,93296,3,2
C_CND_019814,10/21/2023,Devin,Male,1850000,Ryder Truck Rental and Leasing,Cadillac,Seville,Overhead Camshaft,Manual,Pale White,22000,06457-3834,Hardtop,8143303,Middletown,52823,3,3
C_CND_019815,10/21/2023,Brayden,Male,1805000,Race Car Help,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,14500,78758-7841,SUV,7256414,Austin,113492,2,4
C_CND_019816,10/21/2023,Brendan,Male,352500,Ryder Truck Rental and Leasing,Ford,Taurus,Overhead Camshaft,Manual,Black,43500,06457-3834,SUV,6779041,Middletown,50743,4,1
C_CND_019817,10/21/2023,Diego,Male,612500,Saab-Belle Dodge,Porsche,Carrera Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,22500,60504-7114,Hardtop,7881244,Aurora,56684,3,1
C_CND_019818,10/21/2023,Brody,Female,500000,Scrivener Performance Engineering,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Pale White,22001,38701-8047,SUV,8372900,Greenville,77273,3,5
C_CND_019819,10/21/2023,Dominic,Female,611500,Scrivener Performance Engineering,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Pale White,29500,38701-8047,Hardtop,7429617,Greenville,48027,3,2
C_CND_019820,10/21/2023,Bryce,Male,395000,Suburban Ford,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,27001,53546-9427,Hatchback,6107247,Janesville,51129,3,1
C_CND_019821,10/21/2023,Caden,Female,13500,Tri-State Mack Inc,Dodge,Viper,Overhead Camshaft,Manual,Black,26000,85257-3102,SUV,7590556,Scottsdale,73732,2,2
C_CND_019822,10/21/2023,Donovan,Male,1970000,Suburban Ford,Ford,Focus,Overhead Camshaft,Manual,Pale White,24000,53546-9427,Hardtop,7797743,Janesville,52577,4,4
C_CND_019823,10/21/2023,Eli,Male,1410000,Chrysler Plymouth,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22000,53546-9427,Hardtop,8727004,Janesville,41008,3,2
C_CND_019824,10/21/2023,Cameron,Male,485000,C & M Motors Inc,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Black,26001,60504-7114,Hatchback,6158931,Aurora,50017,2,1
C_CND_019825,10/21/2023,Antoine,Male,900000,Progressive Shippers Cooperative Association No,Subaru,Outback,DoubleÂ Overhead Camshaft,Auto,Pale White,57000,53546-9427,SUV,8471831,Scottsdale,51290,5,1
C_CND_019826,10/21/2023,Lucie,Female,687000,Rabun Used Car Sales,Buick,Park Avenue,DoubleÂ Overhead Camshaft,Auto,Pale White,62000,85257-3102,Hatchback,8749090,Austin,31995,3,1
C_CND_019827,10/21/2023,Clement,Male,835000,Race Car Help,Ford,Taurus,Overhead Camshaft,Manual,Black,69000,78758-7841,SUV,6929890,Middletown,59861,4,2
C_CND_019828,10/21/2023,Matthias,Male,860000,Ryder Truck Rental and Leasing,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,20000,06457-3834,SUV,8510878,Aurora,68404,2,3
C_CND_019829,10/21/2023,Amaury,Male,855000,Saab-Belle Dodge,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Black,28000,60504-7114,Hatchback,8638474,Greenville,48597,4,3
C_CND_019830,10/21/2023,Gregoire,Male,1100000,Scrivener Performance Engineering,Mercury,Grand Marquis,Overhead Camshaft,Manual,Pale White,16000,38701-8047,SUV,7735173,Pasco,78497,3,5
C_CND_019831,10/21/2023,Heloise,Male,13500,Tri-State Mack Inc,Pontiac,Firebird,Overhead Camshaft,Manual,Black,43001,85257-3102,Hardtop,7448910,Janesville,32390,3,2
C_CND_019832,10/21/2023,Hugo,Female,601000,Suburban Ford,Dodge,Intrepid,Overhead Camshaft,Manual,Black,11000,53546-9427,Sedan,8038912,Scottsdale,92392,2,1
C_CND_019833,10/21/2023,Matthieu,Male,475000,Tri-State Mack Inc,Nissan,Maxima,Overhead Camshaft,Manual,Pale White,22000,85257-3102,Sedan,6765913,Austin,40523,3,2
C_CND_019834,10/21/2023,Ewen,Male,740000,U-Haul CO,Dodge,Avenger,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,78758-7841,Passenger,7825892,Janesville,53172,3,1
C_CND_019835,10/21/2023,Ema,Male,620000,Buddy Storbeck's Diesel Service Inc,Chevrolet,Corvette,Overhead Camshaft,Manual,Pale White,22000,06457-3834,SUV,8803936,Scottsdale,66694,3,4
C_CND_019836,10/21/2023,Epeo,Male,907000,Scrivener Performance Engineering,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22001,38701-8047,Hardtop,6163988,Austin,48967,4,2
C_CND_019837,10/21/2023,Maud,Male,900000,Tri-State Mack Inc,Chrysler,Concorde,Overhead Camshaft,Manual,Black,18001,85257-3102,Hardtop,8506477,Greenville,49463,2,1
C_CND_019838,10/21/2023,Karoline,Male,13500,Chrysler of Tri-Cities,Dodge,Intrepid,Overhead Camshaft,Manual,Black,11000,99301-3882,Sedan,6332057,Aurora,96049,3,4
C_CND_019839,10/21/2023,Thomas,Female,13500,Chrysler Plymouth,Hyundai,Elantra,Overhead Camshaft,Manual,Pale White,26000,53546-9427,Sedan,7561420,Greenville,43541,3,3
C_CND_019840,10/21/2023,Lucas,Male,1800000,Classic Chevy,Mitsubishi,Diamante,Overhead Camshaft,Manual,Pale White,19000,85257-3102,Hatchback,6316442,Pasco,51522,3,1
C_CND_019841,10/21/2023,Gabrielle,Male,1400000,Clay Johnson Auto Sales,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,78758-7841,Hatchback,8737372,Janesville,29275,4,1
C_CND_019842,10/21/2023,Flavie,Female,1135000,Diehl Motor CO Inc,Porsche,Carrera Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,32500,06457-3834,Passenger,7127171,Scottsdale,39012,3,2
C_CND_019843,10/21/2023,Ilan,Male,1513000,Enterprise Rent A Car,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Pale White,31300,60504-7114,Hatchback,7390895,Austin,30088,4,1
C_CND_019844,10/21/2023,Timothee,Male,1930000,Gartner Buick Hyundai Saab,Mercury,Sable,Overhead Camshaft,Manual,Pale White,61000,38701-8047,Sedan,6424661,Middletown,22227,3,1
C_CND_019845,10/21/2023,Karim,Male,2350000,Hatfield Volkswagen,Toyota,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Black,21000,99301-3882,SUV,7569857,Aurora,73404,3,5
C_CND_019846,10/22/2023,Nicolas,Female,840000,Iceberg Rentals,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Pale White,22001,53546-9427,SUV,8113831,Janesville,63966,4,4
C_CND_019847,10/22/2023,Shaindel,Male,500000,Star Enterprises Inc,Porsche,Carrera Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,99301-3882,Hardtop,7988237,Pasco,52931,3,1
C_CND_019848,10/22/2023,Sarah,Female,706000,Motor Vehicle Branch Office,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,27001,78758-7841,Hatchback,8996288,Austin,55466,3,3
C_CND_019849,10/22/2023,Maxence,Female,13500,Nebo Chevrolet,Dodge,Viper,Overhead Camshaft,Manual,Black,26001,06457-3834,SUV,6979353,Middletown,76773,4,4
C_CND_019850,10/22/2023,Shaindy,Male,762700,Suburban Ford,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Pale White,29700,53546-9427,Hardtop,7286299,Janesville,48025,3,2
C_CND_019851,10/22/2023,Amir,Male,751000,Clay Johnson Auto Sales,Toyota,Camry,Overhead Camshaft,Manual,Black,29000,78758-7841,Hatchback,6639899,Austin,53223,5,1
C_CND_019852,10/22/2023,Maria,Female,1000000,U-Haul CO,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Black,23000,78758-7841,Hardtop,7180303,Janesville,43983,4,2
C_CND_019853,10/22/2023,Andre,Male,605000,Enterprise Rent A Car,Cadillac,Eldorado,Overhead Camshaft,Manual,Pale White,31000,60504-7114,Passenger,8242754,Aurora,32818,3,2
